,transcript,Wormbase_id,type
27899,F38E1.3.1,WBGene00018178,Coding transcript
27900,F38E1.6.1,WBGene00018179,Coding transcript
27901,F38E1.8.1,WBGene00018180,Coding transcript
27902,F38E1.9.1,WBGene00018181,Coding transcript
27903,F38E1.10.1,WBGene00018182,Coding transcript
27904,nan,WBGene00018183,nan
27905,F38E9.1.1,WBGene00018184,Coding transcript
27906,F38E9.3,WBGene00018185,Transposon-mRNA
27907,F38E9.4.1,WBGene00018186,Coding transcript
27908,F38E9.5.1,WBGene00018187,Coding transcript
27909,F38E9.5.2,WBGene00018187,Coding transcript
27910,F38E9.6.1,WBGene00018188,Coding transcript
27911,F38E9.6.2,WBGene00018188,Coding transcript
27912,F38H12.3b,WBGene00018189,non coding transcript
27913,F38H12.3c.1,WBGene00018189,Coding transcript
27914,F38H12.3a.1,WBGene00018189,Coding transcript
27915,F38H12.5.1,WBGene00018190,Coding transcript
27916,F39B3.2.1,WBGene00018191,Coding transcript
27917,F39B3.2.2,WBGene00018191,Coding transcript
27918,F39B3.3.1,WBGene00018192,Coding transcript
27919,F39C12.1.1,WBGene00018193,Coding transcript
27920,F39E9.1,WBGene00018194,Pseudogene
27921,F39E9.2.1,WBGene00018195,Coding transcript
27922,F39E9.4.1,WBGene00018196,Coding transcript
27923,F39E9.5,WBGene00018197,Transposon-mRNA
27924,F39E9.6.1,WBGene00018198,Coding transcript
27925,F39E9.6.2,WBGene00018198,Coding transcript
27926,F39E9.7,WBGene00018199,Pseudogene
27927,F39E9.11.1,WBGene00018200,Coding transcript
27928,F39E9.12.1,WBGene00018201,Coding transcript
27929,F39E9.12.2,WBGene00018201,Coding transcript
27930,F39E9.12.3,WBGene00018201,Coding transcript
27931,F39F10.2.1,WBGene00018202,Coding transcript
27932,F39F10.3.1,WBGene00018203,Coding transcript
27933,F39F10.4.1,WBGene00018204,Coding transcript
27934,F39F10.4.2,WBGene00018204,Coding transcript
27935,F39F10.5.1,WBGene00018205,Coding transcript
27936,F39G3.1.1,WBGene00018206,Coding transcript
27937,F39G3.2.1,WBGene00018207,Coding transcript
27938,F39G3.3.1,WBGene00018208,Coding transcript
27939,F39G3.4.1,WBGene00018209,Coding transcript
27940,F39G3.5a.1,WBGene00018210,Coding transcript
27941,F39G3.5b.1,WBGene00018210,Coding transcript
27942,F39G3.5b.2,WBGene00018210,Coding transcript
27943,F39G3.6.1,WBGene00018211,Coding transcript
27944,F39H12.1.1,WBGene00018212,Coding transcript
27945,F39H12.2.1,WBGene00018213,Coding transcript
27946,F39H12.2.2,WBGene00018213,Coding transcript
27947,F39H12.3.1,WBGene00018214,Coding transcript
27948,F39H12.4.1,WBGene00018215,Coding transcript
27949,F40A3.1.1,WBGene00018216,Coding transcript
27950,F40A3.2.1,WBGene00018217,Coding transcript
27951,F40A3.3b.1,WBGene00018218,Coding transcript
27952,F40A3.3c.1,WBGene00018218,Coding transcript
27953,F40A3.3a.1,WBGene00018218,Coding transcript
27954,F40A3.3a.2,WBGene00018218,Coding transcript
27955,F40A3.4.1,WBGene00018219,Coding transcript
27956,nan,WBGene00018220,nan
27957,F40A3.6.1,WBGene00018221,Coding transcript
27958,F40A3.7.1,WBGene00018222,Coding transcript
27959,F40B1.1.1,WBGene00018223,Coding transcript
27960,F40B1.2,WBGene00018224,Pseudogene
27961,F40B5.1,WBGene00018225,Pseudogene
27962,F40B5.2a.1,WBGene00018226,Coding transcript
27963,F40B5.2b.1,WBGene00018226,Coding transcript
27964,F40B5.2b.2,WBGene00018226,Coding transcript
27965,F40B5.3c,WBGene00018227,non coding transcript
27966,F40B5.3b.1,WBGene00018227,Coding transcript
27967,F40B5.3b.2,WBGene00018227,Coding transcript
27968,F40B5.3a.1,WBGene00018227,Coding transcript
27969,F40C5.1a.1,WBGene00018228,Coding transcript
27970,F40C5.1b.1,WBGene00018228,Coding transcript
27971,F40C5.2.1,WBGene00018229,Coding transcript
27972,F40C5.2.2,WBGene00018229,Coding transcript
27973,F40E3.2.1,WBGene00018230,Coding transcript
27974,F40E3.3.1,WBGene00018231,Coding transcript
27975,F40E3.5.1,WBGene00018232,Coding transcript
27976,F40E3.5.2,WBGene00018232,Coding transcript
27977,F40E3.6b,WBGene00018233,non coding transcript
27978,F40E3.6a.1,WBGene00018233,Coding transcript
27979,F40E12.1.1,WBGene00018234,Coding transcript
27980,F40E12.2,WBGene00018235,Pseudogene
27981,F40F4.1.1,WBGene00018236,Coding transcript
27982,F40F4.6a.1,WBGene00018237,Coding transcript
27983,F40F4.6b.1,WBGene00018237,Coding transcript
27984,F40F4.7.1,WBGene00018238,Coding transcript
27985,F40F4.7.2,WBGene00018238,Coding transcript
27986,F40G9.1.1,WBGene00018239,Coding transcript
27987,F40G9.2.1,WBGene00018240,Coding transcript
27988,F40G9.5.1,WBGene00018241,Coding transcript
27989,F40G9.6.1,WBGene00018242,Coding transcript
27990,F40G9.7.1,WBGene00018243,Coding transcript
27991,F40G9.8.1,WBGene00018244,Coding transcript
27992,F40G9.9.1,WBGene00018245,Coding transcript
27993,F40G9.10.1,WBGene00018246,Coding transcript
27994,F40G9.12.1,WBGene00018247,Coding transcript
27995,F40G9.14.1,WBGene00018248,Coding transcript
27996,F40H3.1b.1,WBGene00018249,Coding transcript
27997,F40H3.1a.1,WBGene00018249,Coding transcript
27998,F40H3.2.1,WBGene00018250,Coding transcript
27999,F40H3.3.1,WBGene00018251,Coding transcript
28000,F40H3.6,WBGene00018252,lincRNA
28001,F40H6.1.1,WBGene00018253,Coding transcript
28002,F40H6.2,WBGene00018254,Pseudogene
28003,F40H6.5.1,WBGene00018255,Coding transcript
28004,F41A4.1.1,WBGene00018256,Coding transcript
28005,F41B4.1.1,WBGene00018257,Coding transcript
28006,F41B4.2b.1,WBGene00018258,Coding transcript
28007,F41B4.2a.1,WBGene00018258,Coding transcript
28008,F41B4.3.1,WBGene00018259,Coding transcript
28009,F41B5.2.1,WBGene00018260,Coding transcript
28010,F41B5.3a.1,WBGene00018261,Coding transcript
28011,F41B5.3b.1,WBGene00018261,Coding transcript
28012,F41B5.4.1,WBGene00018262,Coding transcript
28013,F41B5.6,WBGene00018263,Transposon-mRNA
28014,F41B5.7a.1,WBGene00018264,Coding transcript
28015,F41B5.7b.1,WBGene00018264,Coding transcript
28016,F41B5.9.1,WBGene00018265,Coding transcript
28017,F41B5.9.2,WBGene00018265,Coding transcript
28018,F41B5.10.1,WBGene00018266,Coding transcript
28019,F41C3.1.1,WBGene00018267,Coding transcript
28020,F41C3.2.1,WBGene00018268,Coding transcript
28021,F41C3.3.1,WBGene00018269,Coding transcript
28022,F41C3.4.1,WBGene00018270,Coding transcript
28023,F41C3.5.1,WBGene00018271,Coding transcript
28024,nan,WBGene00018272,nan
28025,F41C3.7a.1,WBGene00018273,Coding transcript
28026,F41C3.7b.1,WBGene00018273,Coding transcript
28027,F41C3.8b.1,WBGene00018274,Coding transcript
28028,F41C3.8a.1,WBGene00018274,Coding transcript
28029,F41C3.11.1,WBGene00018275,Coding transcript
28030,nan,WBGene00018276,nan
28031,nan,WBGene00018277,nan
28032,F41C6.4b.1,WBGene00018278,Coding transcript
28033,F41C6.4a.1,WBGene00018278,Coding transcript
28034,F41C6.6.1,WBGene00018279,Coding transcript
28035,F41C6.7.1,WBGene00018280,Coding transcript
28036,F41D9.1.1,WBGene00018281,Coding transcript
28037,F41D9.2a.1,WBGene00018282,Coding transcript
28038,F41D9.2b.1,WBGene00018282,Coding transcript
28039,F41D9.5.1,WBGene00018283,Coding transcript
28040,F41E6.1.1,WBGene00018284,Coding transcript
28041,F41E6.1.2,WBGene00018284,Coding transcript
28042,F41E6.4c,WBGene00018285,non coding transcript
28043,F41E6.4a.1,WBGene00018285,Coding transcript
28044,F41E6.4b.1,WBGene00018285,Coding transcript
28045,F41E6.4b.2,WBGene00018285,Coding transcript
28046,F41E6.5a.1,WBGene00018286,Coding transcript
28047,F41E6.5b.1,WBGene00018286,Coding transcript
28048,F41E6.5b.2,WBGene00018286,Coding transcript
28049,nan,WBGene00018287,nan
28050,F41E6.7.1,WBGene00018288,Coding transcript
28051,F41E6.8.1,WBGene00018289,Coding transcript
28052,F41E6.9.1,WBGene00018290,Coding transcript
28053,F41E6.10.1,WBGene00018291,Coding transcript
28054,F41E6.11.1,WBGene00018292,Coding transcript
28055,F41E6.12.1,WBGene00018293,Coding transcript
28056,F41E6.13b.1,WBGene00018294,Coding transcript
28057,F41E6.13a.1,WBGene00018294,Coding transcript
28058,F41E6.14.1,WBGene00018295,Coding transcript
28059,F41E6.14.2,WBGene00018295,Coding transcript
28060,F41F3.1.1,WBGene00018296,Coding transcript
28061,F41F3.3.1,WBGene00018297,Coding transcript
28062,F41G3.1.1,WBGene00018298,Coding transcript
28063,nan,WBGene00018299,nan
28064,F41G3.3a.1,WBGene00018300,Coding transcript
28065,F41G3.3b.1,WBGene00018300,Coding transcript
28066,F41G3.5.1,WBGene00018301,Coding transcript
28067,F41G3.6.1,WBGene00018302,Coding transcript
28068,F41G3.10.1,WBGene00018303,Coding transcript
28069,F41G3.12.1,WBGene00018304,Coding transcript
28070,F41G3.14.1,WBGene00018305,Coding transcript
28071,nan,WBGene00018306,nan
28072,F41G4.1.1,WBGene00018307,Coding transcript
28073,nan,WBGene00018308,nan
28074,F41G4.5,WBGene00018309,Pseudogene
28075,F41G4.7.1,WBGene00018310,Coding transcript
28076,F41G4.8.1,WBGene00018311,Coding transcript
28077,F41H8.1.1,WBGene00018312,Coding transcript
28078,F41H8.2.1,WBGene00018313,Coding transcript
28079,F41H10.1.1,WBGene00018314,Coding transcript
28080,F41H10.2.1,WBGene00018315,Coding transcript
28081,F41H10.3c.1,WBGene00018316,Coding transcript
28082,F41H10.3d.1,WBGene00018316,Coding transcript
28083,F41H10.3e.1,WBGene00018316,Coding transcript
28084,F41H10.3b.1,WBGene00018316,Coding transcript
28085,F41H10.3a.1,WBGene00018316,Coding transcript
28086,F41H10.4.1,WBGene00018317,Coding transcript
28087,F41H10.5.1,WBGene00018318,Coding transcript
28088,F41H10.5.2,WBGene00018318,Coding transcript
28089,F41H10.6b.1,WBGene00018319,Coding transcript
28090,F41H10.6a.1,WBGene00018319,Coding transcript
28091,F41H10.6d.1,WBGene00018319,Coding transcript
28092,F41H10.6c.1,WBGene00018319,Coding transcript
28093,nan,WBGene00018320,nan
28094,F41H10.11.1,WBGene00018321,Coding transcript
28095,F41H10.12.1,WBGene00018322,Coding transcript
28096,F42A6.1.1,WBGene00018323,Coding transcript
28097,F42A6.2.1,WBGene00018324,Coding transcript
28098,F42A6.3,WBGene00018325,Pseudogene
28099,F42A6.4,WBGene00018326,Pseudogene
28100,F42A6.5.1,WBGene00018327,Coding transcript
28101,F42A6.6a.1,WBGene00018328,Coding transcript
28102,F42A6.6c.1,WBGene00018328,Coding transcript
28103,F42A6.6d.1,WBGene00018328,Coding transcript
28104,F42A6.6b.1,WBGene00018328,Coding transcript
28105,F42A6.8,WBGene00018329,Pseudogene
28106,F42A6.9.1,WBGene00018330,Coding transcript
28107,nan,WBGene00018331,nan
28108,F42A9.3.1,WBGene00018332,Coding transcript
28109,F42A9.4.1,WBGene00018333,Coding transcript
28110,F42A9.5.1,WBGene00018334,Coding transcript
28111,F42A9.5.2,WBGene00018334,Coding transcript
28112,F42A9.5.3,WBGene00018334,Coding transcript
28113,F42A9.6c.1,WBGene00018335,Coding transcript
28114,F42A9.6c.2,WBGene00018335,Coding transcript
28115,F42A9.6b.1,WBGene00018335,Coding transcript
28116,F42A9.6a.1,WBGene00018335,Coding transcript
28117,F42A9.6a.2,WBGene00018335,Coding transcript
28118,F42A9.6a.3,WBGene00018335,Coding transcript
28119,F42A9.7.1,WBGene00018336,Coding transcript
28120,F42A9.8a.1,WBGene00018337,Coding transcript
28121,F42A9.8b.1,WBGene00018337,Coding transcript
28122,F42A9.9.1,WBGene00018338,Coding transcript
28123,F42A10.1.1,WBGene00018339,Coding transcript
28124,F42A10.1.2,WBGene00018339,Coding transcript
28125,F42A10.3.1,WBGene00018340,Coding transcript
28126,F42A10.5.1,WBGene00018341,Coding transcript
28127,F42A10.5.2,WBGene00018341,Coding transcript
28128,F42A10.6.1,WBGene00018342,Coding transcript
28129,F42A10.7.1,WBGene00018343,Coding transcript
28130,F42C5.2.1,WBGene00018344,Coding transcript
28131,F42C5.3a.1,WBGene00018345,Coding transcript
28132,F42C5.3b.1,WBGene00018345,Coding transcript
28133,F42C5.4b.1,WBGene00018346,Coding transcript
28134,F42C5.4a.1,WBGene00018346,Coding transcript
28135,F42C5.5b.1,WBGene00018347,Coding transcript
28136,F42C5.5a.1,WBGene00018347,Coding transcript
28137,F42C5.6.1,WBGene00018348,Coding transcript
28138,F42C5.9.1,WBGene00018349,Coding transcript
28139,F42C5.10.1,WBGene00018350,Coding transcript
28140,F42G2.2b.1,WBGene00018351,Coding transcript
28141,F42G2.2b.2,WBGene00018351,Coding transcript
28142,F42G2.2a.1,WBGene00018351,Coding transcript
28143,F42G2.2c.1,WBGene00018351,Coding transcript
28144,F42G2.3.1,WBGene00018352,Coding transcript
28145,F42G2.4.1,WBGene00018353,Coding transcript
28146,F42G2.5.1,WBGene00018354,Coding transcript
28147,F42G2.6.1,WBGene00018355,Coding transcript
28148,F42G2.6.2,WBGene00018355,Coding transcript
28149,F42G8.5.1,WBGene00018356,Coding transcript
28150,F42G8.6.1,WBGene00018357,Coding transcript
28151,F42G8.7a.1,WBGene00018358,Coding transcript
28152,F42G8.7b.1,WBGene00018358,Coding transcript
28153,F42G8.8.1,WBGene00018359,Coding transcript
28154,F42G8.9.1,WBGene00018360,Coding transcript
28155,F42G8.10.1,WBGene00018361,Coding transcript
28156,F42G9.1a.1,WBGene00018362,Coding transcript
28157,F42G9.1b.1,WBGene00018362,Coding transcript
28158,F42G9.4.1,WBGene00018363,Coding transcript
28159,F42G9.6b.1,WBGene00018364,Coding transcript
28160,F42G9.6a.1,WBGene00018364,Coding transcript
28161,F42G9.6c.1,WBGene00018364,Coding transcript
28162,F42G9.8.1,WBGene00018365,Coding transcript
28163,F42G9.8.2,WBGene00018365,Coding transcript
28164,F42H10.2.1,WBGene00018366,Coding transcript
28165,F42H10.3a.1,WBGene00018367,Coding transcript
28166,F42H10.3b.1,WBGene00018367,Coding transcript
28167,nan,WBGene00018368,nan
28168,F42H10.5a.1,WBGene00018369,Coding transcript
28169,F42H10.5a.2,WBGene00018369,Coding transcript
28170,F42H10.5a.3,WBGene00018369,Coding transcript
28171,F42H10.5b.1,WBGene00018369,Coding transcript
28172,F42H10.6.1,WBGene00018370,Coding transcript
28173,F42H10.6.2,WBGene00018370,Coding transcript
28174,F42H10.7a.1,WBGene00018371,Coding transcript
28175,F42H10.7b.1,WBGene00018371,Coding transcript
28176,nan,WBGene00018372,nan
28177,F43B10.1d.1,WBGene00018373,Coding transcript
28178,F43B10.1a.1,WBGene00018373,Coding transcript
28179,F43B10.1b.1,WBGene00018373,Coding transcript
28180,F43B10.1c.1,WBGene00018373,Coding transcript
28181,F43B10.2b.1,WBGene00018374,Coding transcript
28182,F43B10.2a.1,WBGene00018374,Coding transcript
28183,F43C9.1.1,WBGene00018375,Coding transcript
28184,F43C9.2a.1,WBGene00018376,Coding transcript
28185,F43C9.2c.1,WBGene00018376,Coding transcript
28186,F43C9.2b.1,WBGene00018376,Coding transcript
28187,F43C9.3.1,WBGene00018377,Coding transcript
28188,F43C11.1a.1,WBGene00018378,Coding transcript
28189,F43C11.1b.1,WBGene00018378,Coding transcript
28190,F43C11.2.1,WBGene00018379,Coding transcript
28191,F43C11.3.1,WBGene00018380,Coding transcript
28192,F43C11.4.1,WBGene00018381,Coding transcript
28193,F43C11.5,WBGene00018382,Pseudogene
28194,F43C11.6.1,WBGene00018383,Coding transcript
28195,F43C11.7.1,WBGene00018384,Coding transcript
28196,F43C11.8.1,WBGene00018385,Coding transcript
28197,F43C11.9.1,WBGene00018386,Coding transcript
28198,F43C11.9.2,WBGene00018386,Coding transcript
28199,F43C11.10.1,WBGene00018387,Coding transcript
28200,F43C11.11.1,WBGene00018388,Coding transcript
28201,F43C11.12.1,WBGene00018389,Coding transcript
28202,F43E2.1.1,WBGene00018390,Coding transcript
28203,F43E2.2.1,WBGene00018391,Coding transcript
28204,F43E2.3a.1,WBGene00018392,Coding transcript
28205,F43E2.3a.2,WBGene00018392,Coding transcript
28206,F43E2.3a.3,WBGene00018392,Coding transcript
28207,F43E2.3b.1,WBGene00018392,Coding transcript
28208,F43E2.5.1,WBGene00018393,Coding transcript
28209,F43E2.6b.1,WBGene00018394,Coding transcript
28210,F43E2.6b.2,WBGene00018394,Coding transcript
28211,F43E2.6a.1,WBGene00018394,Coding transcript
28212,F43E2.7.1,WBGene00018395,Coding transcript
28213,nan,WBGene00018396,nan
28214,F43E2.11.1,WBGene00018397,Coding transcript
28215,F43E2.11.2,WBGene00018397,Coding transcript
28216,F43H9.2a.1,WBGene00018398,Coding transcript
28217,F43H9.2b.1,WBGene00018398,Coding transcript
28218,F43H9.2b.2,WBGene00018398,Coding transcript
28219,F43H9.3.1,WBGene00018399,Coding transcript
28220,F43H9.4.1,WBGene00018400,Coding transcript
28221,nan,WBGene00018401,nan
28222,F44A2.2.1,WBGene00018402,Coding transcript
28223,F44A2.3.1,WBGene00018403,Coding transcript
28224,F44A2.4.1,WBGene00018404,Coding transcript
28225,F44A2.5a.1,WBGene00018405,Coding transcript
28226,F44A2.5b.1,WBGene00018405,Coding transcript
28227,F44A2.7.1,WBGene00018406,Coding transcript
28228,F44B9.2.1,WBGene00018407,Coding transcript
28229,F44B9.5.1,WBGene00018408,Coding transcript
28230,F44B9.8.1,WBGene00018409,Coding transcript
28231,F44B9.9.1,WBGene00018410,Coding transcript
28232,F44B9.10.1,WBGene00018411,Coding transcript
28233,F44C4.2.1,WBGene00018412,Coding transcript
28234,F44C8.1.1,WBGene00018413,Coding transcript
28235,F44C8.7.1,WBGene00018414,Coding transcript
28236,F44C8.9b,WBGene00018415,non coding transcript
28237,F44C8.9a.1,WBGene00018415,Coding transcript
28238,F44E2.2a,WBGene00018416,Transposon-mRNA
28239,F44E2.2b,WBGene00018416,Transposon-mRNA
28240,F44E2.2c,WBGene00018416,Transposon-mRNA
28241,F44E2.3.1,WBGene00018417,Coding transcript
28242,F44E2.4.1,WBGene00018418,Coding transcript
28243,F44E2.6a.1,WBGene00018419,Coding transcript
28244,F44E2.6a.2,WBGene00018419,Coding transcript
28245,F44E2.6b.1,WBGene00018419,Coding transcript
28246,F44E2.7a.1,WBGene00018420,Coding transcript
28247,F44E2.7c.1,WBGene00018420,Coding transcript
28248,F44E2.7b.1,WBGene00018420,Coding transcript
28249,F44E2.7d.1,WBGene00018420,Coding transcript
28250,F44E2.8.1,WBGene00018421,Coding transcript
28251,F44E2.9.1,WBGene00018422,Coding transcript
28252,F44E2.10.1,WBGene00018423,Coding transcript
28253,F44E7.2.1,WBGene00018424,Coding transcript
28254,F44E7.2.2,WBGene00018424,Coding transcript
28255,F44E7.3.1,WBGene00018425,Coding transcript
28256,F44E7.3.2,WBGene00018425,Coding transcript
28257,F44E7.3.3,WBGene00018425,Coding transcript
28258,F44E7.4a.1,WBGene00018426,Coding transcript
28259,F44E7.4c.1,WBGene00018426,Coding transcript
28260,F44E7.4b.1,WBGene00018426,Coding transcript
28261,F44E7.4d.1,WBGene00018426,Coding transcript
28262,F44E7.5a.1,WBGene00018427,Coding transcript
28263,F44E7.5b.1,WBGene00018427,Coding transcript
28264,F44E7.6.1,WBGene00018428,Coding transcript
28265,F44E7.7a.1,WBGene00018429,Coding transcript
28266,F44E7.7b.1,WBGene00018429,Coding transcript
28267,F44E7.7b.2,WBGene00018429,Coding transcript
28268,F44E7.7c.1,WBGene00018429,Coding transcript
28269,F44E7.8b.1,WBGene00018430,Coding transcript
28270,F44E7.8a.1,WBGene00018430,Coding transcript
28271,F44E7.9.1,WBGene00018431,Coding transcript
28272,F45C12.1.1,WBGene00018432,Coding transcript
28273,F45C12.2.1,WBGene00018433,Coding transcript
28274,F45C12.3.1,WBGene00018434,Coding transcript
28275,F45C12.4.1,WBGene00018435,Coding transcript
28276,F45C12.5.1,WBGene00018436,Coding transcript
28277,F45C12.6.1,WBGene00018437,Coding transcript
28278,F45C12.7.1,WBGene00018438,Coding transcript
28279,F45C12.8.1,WBGene00018439,Coding transcript
28280,F45C12.9,WBGene00018440,Pseudogene
28281,F45C12.10,WBGene00018441,Pseudogene
28282,F45C12.11b.1,WBGene00018442,Coding transcript
28283,F45C12.11a.1,WBGene00018442,Coding transcript
28284,F45C12.12.1,WBGene00018443,Coding transcript
28285,F45C12.13.1,WBGene00018444,Coding transcript
28286,F45C12.14.1,WBGene00018445,Coding transcript
28287,F45C12.15.1,WBGene00018446,Coding transcript
28288,F45C12.15.2,WBGene00018446,Coding transcript
28289,F45C12.16.1,WBGene00018447,Coding transcript
28290,F45D11.1,WBGene00018448,Pseudogene
28291,F45D11.2,WBGene00018449,Pseudogene
28292,F45D11.3,WBGene00018450,Pseudogene
28293,F45D11.4,WBGene00018451,Pseudogene
28294,F45D11.5.1,WBGene00018452,Coding transcript
28295,F45D11.6,WBGene00018453,Transposon-mRNA
28296,F45D11.8,WBGene00018454,Pseudogene
28297,F45D11.9.1,WBGene00018455,Coding transcript
28298,F45D11.10b.1,WBGene00018456,Coding transcript
28299,F45D11.10a.1,WBGene00018456,Coding transcript
28300,F45D11.12.1,WBGene00018457,Coding transcript
28301,F45D11.13.1,WBGene00018458,Coding transcript
28302,F45D11.14.1,WBGene00018459,Coding transcript
28303,F45D11.15.1,WBGene00018460,Coding transcript
28304,F45D11.16.1,WBGene00018461,Coding transcript
28305,F45E1.1.1,WBGene00018462,Coding transcript
28306,F45E1.1.2,WBGene00018462,Coding transcript
28307,F45E1.1.3,WBGene00018462,Coding transcript
28308,F45E1.2.1,WBGene00018463,Coding transcript
28309,nan,WBGene00018464,nan
28310,F45E1.4.1,WBGene00018465,Coding transcript
28311,F45E1.5.1,WBGene00018466,Coding transcript
28312,F45E1.7a.1,WBGene00018467,Coding transcript
28313,F45E1.7a.2,WBGene00018467,Coding transcript
28314,F45E1.7b.1,WBGene00018467,Coding transcript
28315,F45E4.3b.1,WBGene00018468,Coding transcript
28316,F45E4.3c.1,WBGene00018468,Coding transcript
28317,F45E4.3d.1,WBGene00018468,Coding transcript
28318,F45E4.3f.1,WBGene00018468,Coding transcript
28319,F45E4.3e.1,WBGene00018468,Coding transcript
28320,F45E4.3a.1,WBGene00018468,Coding transcript
28321,nan,WBGene00018469,nan
28322,F45E4.5b.1,WBGene00018470,Coding transcript
28323,F45E4.5d.1,WBGene00018470,Coding transcript
28324,F45E4.5a.1,WBGene00018470,Coding transcript
28325,F45E4.5c.1,WBGene00018470,Coding transcript
28326,F45E4.6.1,WBGene00018471,Coding transcript
28327,F45E4.7b.1,WBGene00018472,Coding transcript
28328,F45E4.7c.1,WBGene00018472,Coding transcript
28329,F45E4.7a.1,WBGene00018472,Coding transcript
28330,F45E4.11.1,WBGene00018473,Coding transcript
28331,F45E12.1b.1,WBGene00018474,Coding transcript
28332,F45E12.1a.1,WBGene00018474,Coding transcript
28333,F45E12.1a.2,WBGene00018474,Coding transcript
28334,F45E12.5a.1,WBGene00018475,Coding transcript
28335,F45E12.5b.1,WBGene00018475,Coding transcript
28336,F45E12.6.1,WBGene00018476,Coding transcript
28337,F45F2.1.1,WBGene00018477,Coding transcript
28338,F45F2.5.1,WBGene00018478,Coding transcript
28339,F45F2.6.1,WBGene00018479,Coding transcript
28340,F45F2.7.1,WBGene00018480,Coding transcript
28341,F45F2.9.1,WBGene00018481,Coding transcript
28342,F45F2.10.1,WBGene00018482,Coding transcript
28343,F45F2.10.2,WBGene00018482,Coding transcript
28344,F45F2.10.3,WBGene00018482,Coding transcript
28345,F45F2.10.4,WBGene00018482,Coding transcript
28346,F45F2.11b.1,WBGene00018483,Coding transcript
28347,F45F2.11a.1,WBGene00018483,Coding transcript
28348,F45F2.11a.2,WBGene00018483,Coding transcript
28349,F46C8.1.1,WBGene00018484,Coding transcript
28350,F46C8.3.1,WBGene00018485,Coding transcript
28351,F46C8.7b,WBGene00018486,non coding transcript
28352,F46C8.7a.1,WBGene00018486,Coding transcript
28353,F46C8.8.1,WBGene00018487,Coding transcript
28354,F46E10.1a.1,WBGene00018488,Coding transcript
28355,F46E10.1b.1,WBGene00018488,Coding transcript
28356,F46E10.1c.1,WBGene00018488,Coding transcript
28357,F46E10.2.1,WBGene00018489,Coding transcript
28358,F46E10.3.1,WBGene00018490,Coding transcript
28359,F46E10.10.1,WBGene00018491,Coding transcript
28360,F46E10.11.1,WBGene00018492,Coding transcript
28361,F46F5.1b.1,WBGene00018493,Coding transcript
28362,F46F5.1a.1,WBGene00018493,Coding transcript
28363,F46F5.2,WBGene00018494,Pseudogene
28364,F46F5.4,WBGene00018495,Pseudogene
28365,F46F5.5.1,WBGene00018496,Coding transcript
28366,F46F5.6.1,WBGene00018497,Coding transcript
28367,F46F5.7c.1,WBGene00018498,Coding transcript
28368,F46F5.7a.1,WBGene00018498,Coding transcript
28369,F46F5.7b.1,WBGene00018498,Coding transcript
28370,F46F5.8.1,WBGene00018499,Coding transcript
28371,F46F5.9.1,WBGene00018500,Coding transcript
28372,F46F5.10.1,WBGene00018501,Coding transcript
28373,F46F5.11.1,WBGene00018502,Coding transcript
28374,F46F5.12,WBGene00018503,Pseudogene
28375,F46F5.13.1,WBGene00018504,Coding transcript
28376,F46F5.14.1,WBGene00018505,Coding transcript
28377,F46F5.15b.1,WBGene00018506,Coding transcript
28378,F46F5.15a.1,WBGene00018506,Coding transcript
28379,F46F5.16.1,WBGene00018507,Coding transcript
28380,F46F11.1a.1,WBGene00018508,Coding transcript
28381,F46F11.1b.1,WBGene00018508,Coding transcript
28382,F46F11.6.1,WBGene00018509,Coding transcript
28383,F46F11.7.1,WBGene00018510,Coding transcript
28384,F46F11.8.1,WBGene00018511,Coding transcript
28385,F46F11.9a.1,WBGene00018512,Coding transcript
28386,F46F11.9b.1,WBGene00018512,Coding transcript
28387,F46F11.10.1,WBGene00018513,Coding transcript
28388,F46G11.1a.1,WBGene00018514,Coding transcript
28389,F46G11.1d.1,WBGene00018514,Coding transcript
28390,F46G11.1b.1,WBGene00018514,Coding transcript
28391,F46G11.1c.1,WBGene00018514,Coding transcript
28392,F46G11.2.1,WBGene00018515,Coding transcript
28393,F46G11.3.1,WBGene00018516,Coding transcript
28394,F46G11.3.2,WBGene00018516,Coding transcript
28395,F46G11.4.1,WBGene00018517,Coding transcript
28396,F46H5.2a.1,WBGene00018518,Coding transcript
28397,F46H5.2a.2,WBGene00018518,Coding transcript
28398,F46H5.2c.1,WBGene00018518,Coding transcript
28399,F46H5.2c.2,WBGene00018518,Coding transcript
28400,F46H5.2c.3,WBGene00018518,Coding transcript
28401,F46H5.2b.1,WBGene00018518,Coding transcript
28402,F46H5.3b.1,WBGene00018519,Coding transcript
28403,F46H5.3a.1,WBGene00018519,Coding transcript
28404,F46H5.4.1,WBGene00018520,Coding transcript
28405,F46H5.5.1,WBGene00018521,Coding transcript
28406,F46H5.7a.1,WBGene00018522,Coding transcript
28407,F46H5.7b.1,WBGene00018522,Coding transcript
28408,F46H5.7c.1,WBGene00018522,Coding transcript
28409,F46H5.8.1,WBGene00018523,Coding transcript
28410,nan,WBGene00018524,nan
28411,F47B3.1.1,WBGene00018525,Coding transcript
28412,F47B3.2.1,WBGene00018526,Coding transcript
28413,F47B3.3.1,WBGene00018527,Coding transcript
28414,F47B3.4.1,WBGene00018528,Coding transcript
28415,F47B3.5.1,WBGene00018529,Coding transcript
28416,F47B3.6.1,WBGene00018530,Coding transcript
28417,F47B3.7.1,WBGene00018531,Coding transcript
